Start Station,End Station,Probability
Church Sq Park - 5 St & Park Ave,Jersey & 3rd,0.001500375
Church Sq Park - 5 St & Park Ave,Jersey & 6th St,0.003750938
Church Sq Park - 5 St & Park Ave,Lafayette Park,0.002250563
Church Sq Park - 5 St & Park Ave,Leonard Gordon Park,0.002250563
Church Sq Park - 5 St & Park Ave,Liberty Light Rail,0.000750188
Church Sq Park - 5 St & Park Ave,Madison St & 1 St,0.024006002
Church Sq Park - 5 St & Park Ave,Madison St & 10 St,0.024006002
Church Sq Park - 5 St & Park Ave,Mama Johnson Field - 4 St & Jackson St,0.018004501
Church Sq Park - 5 St & Park Ave,Manila & 1st,0.003750938
Church Sq Park - 5 St & Park Ave,Marin Light Rail,0.00300075
Church Sq Park - 5 St & Park Ave,Marshall St & 2 St,0.015003751
Church Sq Park - 5 St & Park Ave,Monmouth and 6th,0.001500375
Church Sq Park - 5 St & Park Ave,Montgomery St,0.001500375
Church Sq Park - 5 St & Park Ave,Morris Canal,0.000750188
Church Sq Park - 5 St & Park Ave,Newport PATH,0.009002251
Church Sq Park - 5 St & Park Ave,Newport Pkwy,0.009002251
Church Sq Park - 5 St & Park Ave,Oakland Ave,0.002250563
Church Sq Park - 5 St & Park Ave,Pershing Field,0.002250563
Church Sq Park - 5 St & Park Ave,Riverview Park,0.000750188
Church Sq Park - 5 St & Park Ave,Sip Ave,0.002250563
Church Sq Park - 5 St & Park Ave,South Waterfront Walkway - Sinatra Dr & 1 St,0.054013503
Church Sq Park - 5 St & Park Ave,Southwest Park - Jackson St & Observer Hwy,0.004501125
Church Sq Park - 5 St & Park Ave,Stevens - River Ter & 6 St,0.00300075
Church Sq Park - 5 St & Park Ave,Warren St,0.00300075
Church Sq Park - 5 St & Park Ave,Washington St,0.004501125
Church Sq Park - 5 St & Park Ave,Willow Ave & 12 St,0.041260315
City Hall,11 St & Washington St,0.002552648
City Hall,12 St & Sinatra Dr N,0.00319081
City Hall,4 St & Grand St,0.001276324
City Hall,5 Corners Library,0.002552648
City Hall,6 St & Grand St,0.000638162
City Hall,7 St & Monroe St,0.000638162
City Hall,Adams St & 2 St,0.001914486
City Hall,Astor Place,0.011486918
City Hall,Baldwin at Montgomery,0.017230377
City Hall,Bergen Ave,0.00319081
City Hall,Bergen Ave & Stegman St,0.000638162
City Hall,Bloomfield St & 15 St,0.001914486
City Hall,Brunswick & 6th,0.008296107
City Hall,Brunswick St,0.017230377
City Hall,Christ Hospital,0.004467135
City Hall,Church Sq Park - 5 St & Park Ave,0.000638162
City Hall,City Hall,0.091895341
City Hall,City Hall - Washington St & 1 St,0.004467135
City Hall,Clinton St & 7 St,0.001276324
City Hall,Clinton St & Newark St,0.001914486
City Hall,Columbus Dr at Exchange Pl,0.019783025
City Hall,Columbus Drive,0.010848756
City Hall,Columbus Park - Clinton St & 9 St,0.000638162
City Hall,Communipaw & Berry Lane,0.033822591
City Hall,Dey St,0.001276324
City Hall,Dixon Mills,0.008296107
City Hall,Essex Light Rail,0.009572431
City Hall,Fairmount Ave,0.002552648
City Hall,Glenwood Ave,0.000638162
City Hall,Grand St,0.021059349
City Hall,Grand St & 14 St,0.001276324
City Hall,Grant Ave & MLK Dr,0.004467135
City Hall,Grove St PATH,0.075303127
City Hall,Hamilton Park,0.043395022
City Hall,Harborside,0.029355456
City Hall,Heights Elevator,0.003828973
City Hall,Hilltop,0.008296107
City Hall,Hoboken Ave at Monmouth St,0.010210593
City Hall,Hoboken Terminal - Hudson St & Hudson Pl,0.001914486
City Hall,Hoboken Terminal - River St & Hudson Pl,0.00319081
City Hall,Hudson St & 4 St,0.001276324
City Hall,JC Medical Center,0.032546267
City Hall,Jackson Square,0.005743459
City Hall,Jersey & 3rd,0.010848756
City Hall,Jersey & 6th St,0.012763242
City Hall,Journal Square,0.001276324
City Hall,Lafayette Park,0.047862157
City Hall,Leonard Gordon Park,0.001914486
City Hall,Liberty Light Rail,0.098915124
City Hall,Lincoln Park,0.008934269
City Hall,Madison St & 1 St,0.00319081
City Hall,Mama Johnson Field - 4 St & Jackson St,0.000638162
City Hall,Manila & 1st,0.007019783
City Hall,Marin Light Rail,0.07019783
City Hall,Marshall St & 2 St,0.001276324
City Hall,McGinley Square,0.013401404
City Hall,Monmouth and 6th,0.00319081
City Hall,Montgomery St,0.011486918
City Hall,Morris Canal,0.013401404
City Hall,Newark Ave,0.016592214
City Hall,Newport PATH,0.022335673
City Hall,Newport Pkwy,0.028079132
City Hall,Oakland Ave,0.00319081
City Hall,Paulus Hook,0.02425016
City Hall,Pershing Field,0.003828973
City Hall,Riverview Park,0.005743459
City Hall,South Waterfront Walkway - Sinatra Dr & 1 St,0.006381621
City Hall,Southwest Park - Jackson St & Observer Hwy,0.000638162
City Hall,Stevens - River Ter & 6 St,0.000638162
City Hall,Union St,0.001276324
City Hall,Van Vorst Park,0.040204212
City Hall,Warren St,0.026802808
City Hall,Washington St,0.007019783
City Hall - Washington St & 1 St,11 St & Washington St,0.039056743
City Hall - Washington St & 1 St,12 St & Sinatra Dr N,0.027634488
City Hall - Washington St & 1 St,14 St Ferry - 14 St & Shipyard Ln,0.030582167
City Hall - Washington St & 1 St,4 St & Grand St,0.029476787
City Hall - Washington St & 1 St,5 Corners Library,0.001842299
City Hall - Washington St & 1 St,6 St & Grand St,0.025423729
City Hall - Washington St & 1 St,7 St & Monroe St,0.026897568
City Hall - Washington St & 1 St,8 St & Washington St,0.039425203
City Hall - Washington St & 1 St,9 St HBLR - Jackson St & 8 St,0.026529108
City Hall - Washington St & 1 St,Adams St & 11 St,0.018791452
City Hall - Washington St & 1 St,Adams St & 2 St,0.009948416
City Hall - Washington St & 1 St,Baldwin at Montgomery,0.001842299
City Hall - Washington St & 1 St,Bergen Ave & Stegman St,0.00073692
City Hall - Washington St & 1 St,Bloomfield St & 15 St,0.019896831
City Hall - Washington St & 1 St,Brunswick & 6th,0.003684598
City Hall - Washington St & 1 St,Brunswick St,0.002947679
City Hall - Washington St & 1 St,Christ Hospital,0.003684598
City Hall - Washington St & 1 St,Church Sq Park - 5 St & Park Ave,0.019528371
City Hall - Washington St & 1 St,City Hall,0.001842299
City Hall - Washington St & 1 St,City Hall - Washington St & 1 St,0.053795136
City Hall - Washington St & 1 St,Clinton St & 7 St,0.032424466
City Hall - Washington St & 1 St,Clinton St & Newark St,0.018054532
City Hall - Washington St & 1 St,Columbus Dr at Exchange Pl,0.004789978
City Hall - Washington St & 1 St,Columbus Drive,0.007000737
City Hall - Washington St & 1 St,Columbus Park - Clinton St & 9 St,0.044215181
City Hall - Washington St & 1 St,Communipaw & Berry Lane,0.00110538
City Hall - Washington St & 1 St,Dey St,0.00073692
City Hall - Washington St & 1 St,Dixon Mills,0.003684598
City Hall - Washington St & 1 St,Essex Light Rail,0.002210759
City Hall - Washington St & 1 St,Fairmount Ave,0.00110538
City Hall - Washington St & 1 St,Grand St,0.002947679
City Hall - Washington St & 1 St,Grand St & 14 St,0.025792189
City Hall - Washington St & 1 St,Grove St PATH,0.005526898
City Hall - Washington St & 1 St,Hamilton Park,0.011053795
City Hall - Washington St & 1 St,Harborside,0.008474576
City Hall - Washington St & 1 St,Heights Elevator,0.008106116
City Hall - Washington St & 1 St,Hilltop,0.001842299
City Hall - Washington St & 1 St,Hoboken Ave at Monmouth St,0.047899779
City Hall - Washington St & 1 St,Hoboken Terminal - Hudson St & Hudson Pl,0.011422255
City Hall - Washington St & 1 St,Hoboken Terminal - River St & Hudson Pl,0.009948416
City Hall - Washington St & 1 St,Hudson St & 4 St,0.010685335
City Hall - Washington St & 1 St,JC Medical Center,0.00110538
City Hall - Washington St & 1 St,Jackson Square,0.00073692
City Hall - Washington St & 1 St,Jersey & 3rd,0.008474576
City Hall - Washington St & 1 St,Jersey & 6th St,0.002947679
City Hall - Washington St & 1 St,Journal Square,0.00073692
City Hall - Washington St & 1 St,Lafayette Park,0.00036846
City Hall - Washington St & 1 St,Leonard Gordon Park,0.002579219
City Hall - Washington St & 1 St,Liberty Light Rail,0.00073692
City Hall - Washington St & 1 St,Lincoln Park,0.001473839
City Hall - Washington St & 1 St,Madison St & 1 St,0.057111275
City Hall - Washington St & 1 St,Madison St & 10 St,0.021002211
City Hall - Washington St & 1 St,Mama Johnson Field - 4 St & Jackson St,0.02284451
City Hall - Washington St & 1 St,Manila & 1st,0.002579219
City Hall - Washington St & 1 St,Marin Light Rail,0.002210759
City Hall - Washington St & 1 St,Marshall St & 2 St,0.039793662
City Hall - Washington St & 1 St,McGinley Square,0.00036846
City Hall - Washington St & 1 St,Monmouth and 6th,0.004053058
City Hall - Washington St & 1 St,Morris Canal,0.002947679
City Hall - Washington St & 1 St,Newark Ave,0.004789978
City Hall - Washington St & 1 St,Newport PATH,0.013633014
City Hall - Washington St & 1 St,Newport Pkwy,0.016580693
City Hall - Washington St & 1 St,Oakland Ave,0.003684598
City Hall - Washington St & 1 St,Paulus Hook,0.004789978
City Hall - Washington St & 1 St,Pershing Field,0.007369197
City Hall - Washington St & 1 St,Riverview Park,0.015106853
City Hall - Washington St & 1 St,Sip Ave,0.00073692
City Hall - Washington St & 1 St,South Waterfront Walkway - Sinatra Dr & 1 St,0.024686809
City Hall - Washington St & 1 St,Southwest Park - Jackson St & Observer Hwy,0.040530582
City Hall - Washington St & 1 St,Stevens - River Ter & 6 St,0.005526898
City Hall - Washington St & 1 St,Union St,0.00036846
City Hall - Washington St & 1 St,Van Vorst Park,0.004053058
City Hall - Washington St & 1 St,Warren St,0.005526898
City Hall - Washington St & 1 St,Washington St,0.011790715
City Hall - Washington St & 1 St,Willow Ave & 12 St,0.026160648
Clinton St & 7 St,11 St & Washington St,0.030685921
Clinton St & 7 St,12 St & Sinatra Dr N,0.022563177
Clinton St & 7 St,14 St Ferry - 14 St & Shipyard Ln,0.023465704
Clinton St & 7 St,4 St & Grand St,0.02166065
Clinton St & 7 St,6 St & Grand St,0.026173285
Clinton St & 7 St,7 St & Monroe St,0.010830325
Clinton St & 7 St,8 St & Washington St,0.02166065
Clinton St & 7 St,9 St HBLR - Jackson St & 8 St,0.018050542
Clinton St & 7 St,Adams St & 11 St,0.012635379
Clinton St & 7 St,Adams St & 2 St,0.034296029
Clinton St & 7 St,Bloomfield St & 15 St,0.025270758
Clinton St & 7 St,Church Sq Park - 5 St & Park Ave,0.039711191
Clinton St & 7 St,City Hall - Washington St & 1 St,0.075812274
Clinton St & 7 St,Clinton St & 7 St,0.056859206
Clinton St & 7 St,Clinton St & Newark St,0.055054152
Clinton St & 7 St,Columbus Dr at Exchange Pl,0.000902527
Clinton St & 7 St,Columbus Park - Clinton St & 9 St,0.018953069
Clinton St & 7 St,Communipaw & Berry Lane,0.001805054
Clinton St & 7 St,Dixon Mills,0.000902527
Clinton St & 7 St,Essex Light Rail,0.001805054
Clinton St & 7 St,Grand St,0.003610108
Clinton St & 7 St,Grand St & 14 St,0.039711191
Clinton St & 7 St,Grove St PATH,0.002707581
Clinton St & 7 St,Hamilton Park,0.008122744
Clinton St & 7 St,Harborside,0.003610108
Clinton St & 7 St,Heights Elevator,0.008122744
Clinton St & 7 St,Hoboken Ave at Monmouth St,0.011732852
Clinton St & 7 St,Hoboken Terminal - Hudson St & Hudson Pl,0.076714801
Clinton St & 7 St,Hoboken Terminal - River St & Hudson Pl,0.073104693
Clinton St & 7 St,Hudson St & 4 St,0.029783394
Clinton St & 7 St,Jersey & 3rd,0.001805054
Clinton St & 7 St,Jersey & 6th St,0.000902527
Clinton St & 7 St,Leonard Gordon Park,0.000902527
Clinton St & 7 St,Madison St & 1 St,0.038808664
Clinton St & 7 St,Madison St & 10 St,0.013537906
Clinton St & 7 St,Mama Johnson Field - 4 St & Jackson St,0.017148014
Clinton St & 7 St,Manila & 1st,0.000902527
Clinton St & 7 St,Marin Light Rail,0.001805054
Clinton St & 7 St,Marshall St & 2 St,0.014440433
Clinton St & 7 St,Monmouth and 6th,0.000902527
Clinton St & 7 St,Morris Canal,0.000902527
Clinton St & 7 St,Newark Ave,0.000902527
Clinton St & 7 St,Newport PATH,0.005415162
Clinton St & 7 St,Newport Pkwy,0.008122744
Clinton St & 7 St,Oakland Ave,0.001805054
Clinton St & 7 St,Paulus Hook,0.000902527
Clinton St & 7 St,Pershing Field,0.000902527
Clinton St & 7 St,Riverview Park,0.00631769
Clinton St & 7 St,South Waterfront Walkway - Sinatra Dr & 1 St,0.05234657
Clinton St & 7 St,Southwest Park - Jackson St & Observer Hwy,0.018953069
Clinton St & 7 St,Stevens - River Ter & 6 St,0.004512635
Clinton St & 7 St,Warren St,0.005415162
Clinton St & 7 St,Washington St,0.002707581
Clinton St & 7 St,Willow Ave & 12 St,0.0433213
Clinton St & Newark St,11 St & Washington St,0.035433071
Clinton St & Newark St,12 St & Sinatra Dr N,0.021259843
Clinton St & Newark St,14 St Ferry - 14 St & Shipyard Ln,0.030708661
Clinton St & Newark St,4 St & Grand St,0.016535433
Clinton St & Newark St,5 Corners Library,0.001574803
Clinton St & Newark St,6 St & Grand St,0.016535433
Clinton St & Newark St,7 St & Monroe St,0.021259843
Clinton St & Newark St,8 St & Washington St,0.026771654
Clinton St & Newark St,9 St HBLR - Jackson St & 8 St,0.021259843
Clinton St & Newark St,Adams St & 11 St,0.007086614
Clinton St & Newark St,Adams St & 2 St,0.008661417
Clinton St & Newark St,Astor Place,0.001574803
Clinton St & Newark St,Bloomfield St & 15 St,0.006299213
Clinton St & Newark St,Brunswick & 6th,0.005511811
Clinton St & Newark St,Brunswick St,0.002362205
Clinton St & Newark St,Christ Hospital,0.003937008
Clinton St & Newark St,Church Sq Park - 5 St & Park Ave,0.012598425
Clinton St & Newark St,City Hall,0.000787402
Clinton St & Newark St,City Hall - Washington St & 1 St,0.033070866
Clinton St & Newark St,Clinton St & 7 St,0.039370079
Clinton St & Newark St,Clinton St & Newark St,0.065354331
Clinton St & Newark St,Columbus Dr at Exchange Pl,0.004724409
Clinton St & Newark St,Columbus Drive,0.005511811
Clinton St & Newark St,Columbus Park - Clinton St & 9 St,0.051181102
Clinton St & Newark St,Dixon Mills,0.001574803
Clinton St & Newark St,Essex Light Rail,0.000787402
Clinton St & Newark St,Glenwood Ave,0.000787402
Clinton St & Newark St,Grand St,0.002362205
Clinton St & Newark St,Grand St & 14 St,0.022047244
Clinton St & Newark St,Grove St PATH,0.002362205
Clinton St & Newark St,Hamilton Park,0.018110236
Clinton St & Newark St,Harborside,0.007086614
Clinton St & Newark St,Heights Elevator,0.003937008
Clinton St & Newark St,Hilltop,0.001574803
Clinton St & Newark St,Hoboken Ave at Monmouth St,0.050393701
Clinton St & Newark St,Hoboken Terminal - Hudson St & Hudson Pl,0.068503937
Clinton St & Newark St,Hoboken Terminal - River St & Hudson Pl,0.041732283
Clinton St & Newark St,Hudson St & 4 St,0.022834646
Clinton St & Newark St,JC Medical Center,0.001574803
Clinton St & Newark St,Jersey & 3rd,0.005511811
Clinton St & Newark St,Jersey & 6th St,0.003937008
Clinton St & Newark St,Lafayette Park,0.001574803
Clinton St & Newark St,Leonard Gordon Park,0.003149606
Clinton St & Newark St,Liberty Light Rail,0.003149606
Clinton St & Newark St,Lincoln Park,0.000787402
Clinton St & Newark St,Madison St & 1 St,0.018897638
Clinton St & Newark St,Madison St & 10 St,0.01496063
Clinton St & Newark St,Mama Johnson Field - 4 St & Jackson St,0.006299213
Clinton St & Newark St,Manila & 1st,0.006299213
Clinton St & Newark St,Marin Light Rail,0.005511811
Clinton St & Newark St,Marshall St & 2 St,0.01496063
Clinton St & Newark St,Monmouth and 6th,0.002362205
Clinton St & Newark St,Montgomery St,0.000787402
Clinton St & Newark St,Morris Canal,0.003937008
Clinton St & Newark St,Newark Ave,0.004724409
Clinton St & Newark St,Newport PATH,0.013385827
Clinton St & Newark St,Newport Pkwy,0.018110236
Clinton St & Newark St,Oakland Ave,0.003937008
Clinton St & Newark St,Paulus Hook,0.001574803
Clinton St & Newark St,Pershing Field,0.007086614
Clinton St & Newark St,Riverview Park,0.022047244
Clinton St & Newark St,Sip Ave,0.002362205
Clinton St & Newark St,South Waterfront Walkway - Sinatra Dr & 1 St,0.039370079
Clinton St & Newark St,Southwest Park - Jackson St & Observer Hwy,0.026771654
Clinton St & Newark St,Stevens - River Ter & 6 St,0.009448819
Clinton St & Newark St,Van Vorst Park,0.005511811
Clinton St & Newark St,Warren St,0.012598425
Clinton St & Newark St,Washington St,0.017322835
Clinton St & Newark St,Willow Ave & 12 St,0.038582677
Columbus Dr at Exchange Pl,11 St & Washington St,0.002517623
Columbus Dr at Exchange Pl,12 St & Sinatra Dr N,0.010070493
Columbus Dr at Exchange Pl,14 St Ferry - 14 St & Shipyard Ln,0.003021148
Columbus Dr at Exchange Pl,5 Corners Library,0.000503525
Columbus Dr at Exchange Pl,6 St & Grand St,0.000503525
Columbus Dr at Exchange Pl,7 St & Monroe St,0.001007049
Columbus Dr at Exchange Pl,8 St & Washington St,0.006545821
Columbus Dr at Exchange Pl,9 St HBLR - Jackson St & 8 St,0.003524673
Columbus Dr at Exchange Pl,Adams St & 2 St,0.000503525
Columbus Dr at Exchange Pl,Astor Place,0.001007049
Columbus Dr at Exchange Pl,Baldwin at Montgomery,0.005538771
Columbus Dr at Exchange Pl,Bergen Ave,0.002517623
Columbus Dr at Exchange Pl,Bloomfield St & 15 St,0.004028197
Columbus Dr at Exchange Pl,Brunswick & 6th,0.006042296
Columbus Dr at Exchange Pl,Brunswick St,0.010070493
Columbus Dr at Exchange Pl,Christ Hospital,0.002517623
Columbus Dr at Exchange Pl,Church Sq Park - 5 St & Park Ave,0.002517623
Columbus Dr at Exchange Pl,City Hall,0.005035247
Columbus Dr at Exchange Pl,City Hall - Washington St & 1 St,0.003021148
Columbus Dr at Exchange Pl,Clinton St & 7 St,0.000503525
Columbus Dr at Exchange Pl,Clinton St & Newark St,0.005538771
Columbus Dr at Exchange Pl,Columbus Dr at Exchange Pl,0.088116818
Columbus Dr at Exchange Pl,Columbus Drive,0.03021148
Columbus Dr at Exchange Pl,Columbus Park - Clinton St & 9 St,0.003524673
Columbus Dr at Exchange Pl,Communipaw & Berry Lane,0.006042296
Columbus Dr at Exchange Pl,Dey St,0.002014099
Columbus Dr at Exchange Pl,Dixon Mills,0.00755287
Columbus Dr at Exchange Pl,Essex Light Rail,0.042799597
Columbus Dr at Exchange Pl,Fairmount Ave,0.000503525
Columbus Dr at Exchange Pl,Grand St,0.026686808
Columbus Dr at Exchange Pl,Grand St & 14 St,0.000503525
Columbus Dr at Exchange Pl,Grant Ave & MLK Dr,0.001007049
Columbus Dr at Exchange Pl,Grove St PATH,0.036253776
Columbus Dr at Exchange Pl,Hamilton Park,0.015609265
Columbus Dr at Exchange Pl,Harborside,0.118831823
Columbus Dr at Exchange Pl,Heights Elevator,0.000503525
Columbus Dr at Exchange Pl,Hilltop,0.003524673
Columbus Dr at Exchange Pl,Hoboken Ave at Monmouth St,0.011077543
Columbus Dr at Exchange Pl,Hoboken Terminal - Hudson St & Hudson Pl,0.006042296
Columbus Dr at Exchange Pl,Hoboken Terminal - River St & Hudson Pl,0.012084592
Columbus Dr at Exchange Pl,Hudson St & 4 St,0.013595166
Columbus Dr at Exchange Pl,JC Medical Center,0.010070493
Columbus Dr at Exchange Pl,Jackson Square,0.002014099
Columbus Dr at Exchange Pl,Jersey & 3rd,0.009566969
Columbus Dr at Exchange Pl,Jersey & 6th St,0.003524673
Columbus Dr at Exchange Pl,Journal Square,0.001510574
Columbus Dr at Exchange Pl,Lafayette Park,0.010070493
Columbus Dr at Exchange Pl,Leonard Gordon Park,0.002517623
Columbus Dr at Exchange Pl,Liberty Light Rail,0.029204431
Columbus Dr at Exchange Pl,Lincoln Park,0.001510574
Columbus Dr at Exchange Pl,Madison St & 1 St,0.002517623
Columbus Dr at Exchange Pl,Madison St & 10 St,0.002014099
Columbus Dr at Exchange Pl,Mama Johnson Field - 4 St & Jackson St,0.001510574
Columbus Dr at Exchange Pl,Manila & 1st,0.014602216
Columbus Dr at Exchange Pl,Marin Light Rail,0.066968781
Columbus Dr at Exchange Pl,McGinley Square,0.002517623
Columbus Dr at Exchange Pl,Monmouth and 6th,0.005035247
Columbus Dr at Exchange Pl,Montgomery St,0.004028197
Columbus Dr at Exchange Pl,Morris Canal,0.065458207
Columbus Dr at Exchange Pl,Newark Ave,0.016616314
Columbus Dr at Exchange Pl,Newport PATH,0.052870091
Columbus Dr at Exchange Pl,Newport Pkwy,0.062940584
Columbus Dr at Exchange Pl,Paulus Hook,0.032225579
Columbus Dr at Exchange Pl,Pershing Field,0.000503525
Columbus Dr at Exchange Pl,Riverview Park,0.001510574
Columbus Dr at Exchange Pl,Sip Ave,0.002517623
Columbus Dr at Exchange Pl,South Waterfront Walkway - Sinatra Dr & 1 St,0.019133938
Columbus Dr at Exchange Pl,Southwest Park - Jackson St & Observer Hwy,0.002014099
Columbus Dr at Exchange Pl,Stevens - River Ter & 6 St,0.000503525
Columbus Dr at Exchange Pl,Union St,0.005035247
Columbus Dr at Exchange Pl,Van Vorst Park,0.012084592
Columbus Dr at Exchange Pl,Warren St,0.020140987
Columbus Dr at Exchange Pl,Washington St,0.032729104
Columbus Dr at Exchange Pl,Willow Ave & 12 St,0.001510574
Columbus Drive,11 St & Washington St,0.001509434
Columbus Drive,12 St & Sinatra Dr N,0.005283019
Columbus Drive,14 St Ferry - 14 St & Shipyard Ln,0.00754717
Columbus Drive,4 St & Grand St,0.002264151
Columbus Drive,5 Corners Library,0.003018868
Columbus Drive,6 St & Grand St,0.000754717
Columbus Drive,7 St & Monroe St,0.001509434
Columbus Drive,8 St & Washington St,0.001509434
Columbus Drive,9 St HBLR - Jackson St & 8 St,0.003018868
Columbus Drive,Adams St & 2 St,0.003018868
Columbus Drive,Astor Place,0.003018868
Columbus Drive,Baldwin at Montgomery,0.003773585
Columbus Drive,Bergen Ave,0.003773585
Columbus Drive,Bergen Ave & Stegman St,0.001509434
Columbus Drive,Bloomfield St & 15 St,0.006037736
Columbus Drive,Brunswick & 6th,0.010566038
Columbus Drive,Brunswick St,0.01509434
Columbus Drive,Christ Hospital,0.000754717
Columbus Drive,Church Sq Park - 5 St & Park Ave,0.002264151
Columbus Drive,City Hall,0.017358491
Columbus Drive,City Hall - Washington St & 1 St,0.00754717
Columbus Drive,Clinton St & Newark St,0.005283019
Columbus Drive,Columbus Dr at Exchange Pl,0.034716981
Columbus Drive,Columbus Drive,0.101886792
Columbus Drive,Columbus Park - Clinton St & 9 St,0.000754717
Columbus Drive,Communipaw & Berry Lane,0.002264151
Columbus Drive,Dey St,0.001509434
Columbus Drive,Dixon Mills,0.017358491
Columbus Drive,Essex Light Rail,0.017358491
Columbus Drive,Fairmount Ave,0.001509434
Columbus Drive,Grand St,0.027169811
Columbus Drive,Grand St & 14 St,0.001509434
Columbus Drive,Grove St PATH,0.023396226
Columbus Drive,Hamilton Park,0.040754717
Columbus Drive,Harborside,0.027169811
Columbus Drive,Heights Elevator,0.001509434
Columbus Drive,Hilltop,0.012075472
Columbus Drive,Hoboken Ave at Monmouth St,0.008301887
Columbus Drive,Hoboken Terminal - Hudson St & Hudson Pl,0.014339623
Columbus Drive,Hoboken Terminal - River St & Hudson Pl,0.006792453
Columbus Drive,Hudson St & 4 St,0.003773585
Columbus Drive,JC Medical Center,0.012830189
Columbus Drive,Jackson Square,0.001509434
Columbus Drive,Jersey & 3rd,0.012830189
Columbus Drive,Jersey & 6th St,0.006792453
Columbus Drive,Journal Square,0.004528302
Columbus Drive,Lafayette Park,0.004528302
Columbus Drive,Leonard Gordon Park,0.003018868
Columbus Drive,Liberty Light Rail,0.018867925
Columbus Drive,Lincoln Park,0.002264151
Columbus Drive,Madison St & 1 St,0.004528302
Columbus Drive,Manila & 1st,0.004528302
Columbus Drive,Marin Light Rail,0.06490566
Columbus Drive,Marshall St & 2 St,0.003018868
Columbus Drive,McGinley Square,0.005283019
Columbus Drive,Monmouth and 6th,0.019622642
Columbus Drive,Montgomery St,0.018867925
Columbus Drive,Morris Canal,0.025660377
Columbus Drive,Newark Ave,0.025660377
Columbus Drive,Newport PATH,0.07245283
Columbus Drive,Newport Pkwy,0.050566038
Columbus Drive,Oakland Ave,0.001509434
Columbus Drive,Paulus Hook,0.022641509
Columbus Drive,Pershing Field,0.004528302
Columbus Drive,Riverview Park,0.003773585
Columbus Drive,Sip Ave,0.002264151
Columbus Drive,South Waterfront Walkway - Sinatra Dr & 1 St,0.016603774
Columbus Drive,Southwest Park - Jackson St & Observer Hwy,0.003773585
Columbus Drive,Stevens - River Ter & 6 St,0.003018868
Columbus Drive,Van Vorst Park,0.043773585
Columbus Drive,Warren St,0.035471698
Columbus Drive,Washington St,0.049811321
Columbus Park - Clinton St & 9 St,11 St & Washington St,0.016690856
Columbus Park - Clinton St & 9 St,12 St & Sinatra Dr N,0.022496372
Columbus Park - Clinton St & 9 St,14 St Ferry - 14 St & Shipyard Ln,0.042815675
Columbus Park - Clinton St & 9 St,4 St & Grand St,0.025399129
Columbus Park - Clinton St & 9 St,6 Ave & W 34 St,0.000725689
Columbus Park - Clinton St & 9 St,6 St & Grand St,0.017416546
Columbus Park - Clinton St & 9 St,7 St & Monroe St,0.017416546
Columbus Park - Clinton St & 9 St,8 St & Washington St,0.026124819
Columbus Park - Clinton St & 9 St,9 St HBLR - Jackson St & 8 St,0.02394775
Columbus Park - Clinton St & 9 St,Adams St & 11 St,0.008708273
Columbus Park - Clinton St & 9 St,Adams St & 2 St,0.046444122
Columbus Park - Clinton St & 9 St,Astor Place,0.000725689
Columbus Park - Clinton St & 9 St,Bloomfield St & 15 St,0.02394775
Columbus Park - Clinton St & 9 St,Brunswick & 6th,0.000725689
Columbus Park - Clinton St & 9 St,Brunswick St,0.001451379
Columbus Park - Clinton St & 9 St,Church Sq Park - 5 St & Park Ave,0.033381713
Columbus Park - Clinton St & 9 St,City Hall - Washington St & 1 St,0.108127721
Columbus Park - Clinton St & 9 St,Clinton St & 7 St,0.019593614
Columbus Park - Clinton St & 9 St,Clinton St & Newark St,0.03701016
Columbus Park - Clinton St & 9 St,Columbus Drive,0.002902758
Columbus Park - Clinton St & 9 St,Columbus Park - Clinton St & 9 St,0.060232221
Columbus Park - Clinton St & 9 St,Essex Light Rail,0.000725689
Columbus Park - Clinton St & 9 St,Fairmount Ave,0.005805515
Columbus Park - Clinton St & 9 St,Grand St,0.000725689
Columbus Park - Clinton St & 9 St,Grand St & 14 St,0.027576197
Columbus Park - Clinton St & 9 St,Grove St PATH,0.002177068
Columbus Park - Clinton St & 9 St,Hamilton Park,0.005805515
Columbus Park - Clinton St & 9 St,Harborside,0.005079826
Columbus Park - Clinton St & 9 St,Heights Elevator,0.005805515
Columbus Park - Clinton St & 9 St,Hilltop,0.001451379
Columbus Park - Clinton St & 9 St,Hoboken Ave at Monmouth St,0.013788099
Columbus Park - Clinton St & 9 St,Hoboken Terminal - Hudson St & Hudson Pl,0.077648766
Columbus Park - Clinton St & 9 St,Hoboken Terminal - River St & Hudson Pl,0.065312046
Columbus Park - Clinton St & 9 St,Hudson St & 4 St,0.028301887
Columbus Park - Clinton St & 9 St,Jersey & 3rd,0.000725689
Columbus Park - Clinton St & 9 St,Journal Square,0.000725689
Columbus Park - Clinton St & 9 St,Liberty Light Rail,0.001451379
Columbus Park - Clinton St & 9 St,Madison St & 1 St,0.026850508
Columbus Park - Clinton St & 9 St,Madison St & 10 St,0.014513788
Columbus Park - Clinton St & 9 St,Mama Johnson Field - 4 St & Jackson St,0.015965167
Columbus Park - Clinton St & 9 St,Manila & 1st,0.005079826
Columbus Park - Clinton St & 9 St,Marin Light Rail,0.001451379
Columbus Park - Clinton St & 9 St,Marshall St & 2 St,0.013062409
Columbus Park - Clinton St & 9 St,McGinley Square,0.000725689
