Start Station,End Station,Probability
11 St & Washington St,11 St & Washington St,0.078150798
11 St & Washington St,12 St & Sinatra Dr N,0.02421574
11 St & Washington St,14 St Ferry - 14 St & Shipyard Ln,0.026417171
11 St & Washington St,4 St & Grand St,0.025866813
11 St & Washington St,6 St & Grand St,0.013758943
11 St & Washington St,7 St & Monroe St,0.020913594
11 St & Washington St,8 St & Washington St,0.024766098
11 St & Washington St,9 St HBLR - Jackson St & 8 St,0.031370391
11 St & Washington St,Adams St & 11 St,0.013758943
11 St & Washington St,Adams St & 2 St,0.029719318
11 St & Washington St,Baldwin at Montgomery,0.000550358
11 St & Washington St,Bloomfield St & 15 St,0.013758943
11 St & Washington St,Brunswick & 6th,0.001100715
11 St & Washington St,Brunswick St,0.001100715
11 St & Washington St,Church Sq Park - 5 St & Park Ave,0.030269675
11 St & Washington St,City Hall,0.001100715
11 St & Washington St,City Hall - Washington St & 1 St,0.077050083
11 St & Washington St,Clinton St & 7 St,0.011007155
11 St & Washington St,Clinton St & Newark St,0.025866813
11 St & Washington St,Columbus Dr at Exchange Pl,0.006053935
11 St & Washington St,Columbus Drive,0.001100715
11 St & Washington St,Columbus Park - Clinton St & 9 St,0.008255366
11 St & Washington St,Dixon Mills,0.001100715
11 St & Washington St,Essex Light Rail,0.000550358
11 St & Washington St,Grand St,0.001651073
11 St & Washington St,Grand St & 14 St,0.013208586
11 St & Washington St,Grove St PATH,0.002201431
11 St & Washington St,Hamilton Park,0.002751789
11 St & Washington St,Harborside,0.003852504
11 St & Washington St,Heights Elevator,0.005503577
11 St & Washington St,Hilltop,0.000550358
11 St & Washington St,Hoboken Ave at Monmouth St,0.016510732
11 St & Washington St,Hoboken Terminal - Hudson St & Hudson Pl,0.085305449
11 St & Washington St,Hoboken Terminal - River St & Hudson Pl,0.061089708
11 St & Washington St,Hudson St & 4 St,0.0533847
11 St & Washington St,JC Medical Center,0.000550358
11 St & Washington St,Jersey & 3rd,0.002201431
11 St & Washington St,Jersey & 6th St,0.007154651
11 St & Washington St,Journal Square,0.000550358
11 St & Washington St,Leonard Gordon Park,0.000550358
11 St & Washington St,Lexington Ave & E 24 St,0.000550358
11 St & Washington St,Madison St & 1 St,0.023115025
11 St & Washington St,Madison St & 10 St,0.023115025
11 St & Washington St,Mama Johnson Field - 4 St & Jackson St,0.012658228
11 St & Washington St,Manila & 1st,0.003302146
11 St & Washington St,Marin Light Rail,0.001651073
11 St & Washington St,Marshall St & 2 St,0.013758943
11 St & Washington St,Monmouth and 6th,0.002201431
11 St & Washington St,Montgomery St,0.000550358
11 St & Washington St,Newark Ave,0.002201431
11 St & Washington St,Newport PATH,0.012658228
11 St & Washington St,Newport Pkwy,0.013208586
11 St & Washington St,Oakland Ave,0.001651073
11 St & Washington St,Paulus Hook,0.000550358
11 St & Washington St,Pershing Field,0.000550358
11 St & Washington St,Riverview Park,0.003852504
11 St & Washington St,South Waterfront Walkway - Sinatra Dr & 1 St,0.095211888
11 St & Washington St,Southwest Park - Jackson St & Observer Hwy,0.009906439
11 St & Washington St,Stevens - River Ter & 6 St,0.01706109
11 St & Washington St,Van Vorst Park,0.001651073
11 St & Washington St,Warren St,0.008805724
11 St & Washington St,Washington St,0.008805724
11 St & Washington St,West St & Chambers St,0.000550358
11 St & Washington St,Willow Ave & 12 St,0.017611447
12 St & Sinatra Dr N,11 St & Washington St,0.020675944
12 St & Sinatra Dr N,12 St & Sinatra Dr N,0.225049702
12 St & Sinatra Dr N,14 St Ferry - 14 St & Shipyard Ln,0.025447316
12 St & Sinatra Dr N,4 St & Grand St,0.016699801
12 St & Sinatra Dr N,6 St & Grand St,0.006759443
12 St & Sinatra Dr N,7 St & Monroe St,0.011928429
12 St & Sinatra Dr N,8 St & Washington St,0.024254473
12 St & Sinatra Dr N,9 St HBLR - Jackson St & 8 St,0.016302187
12 St & Sinatra Dr N,Adams St & 11 St,0.007554672
12 St & Sinatra Dr N,Adams St & 2 St,0.013121272
12 St & Sinatra Dr N,Baldwin at Montgomery,0.000397614
12 St & Sinatra Dr N,Bloomfield St & 15 St,0.009145129
12 St & Sinatra Dr N,Brunswick & 6th,0.001590457
12 St & Sinatra Dr N,Brunswick St,0.001590457
12 St & Sinatra Dr N,Christ Hospital,0.000795229
12 St & Sinatra Dr N,Church Sq Park - 5 St & Park Ave,0.018290258
12 St & Sinatra Dr N,City Hall - Washington St & 1 St,0.027833002
12 St & Sinatra Dr N,Clinton St & 7 St,0.008747515
12 St & Sinatra Dr N,Clinton St & Newark St,0.014314115
12 St & Sinatra Dr N,Columbus Dr at Exchange Pl,0.006759443
12 St & Sinatra Dr N,Columbus Drive,0.0027833
12 St & Sinatra Dr N,Columbus Park - Clinton St & 9 St,0.012723658
12 St & Sinatra Dr N,Dixon Mills,0.000397614
12 St & Sinatra Dr N,Essex Light Rail,0.002385686
12 St & Sinatra Dr N,Fairmount Ave,0.000795229
12 St & Sinatra Dr N,Grand St,0.0055666
12 St & Sinatra Dr N,Grand St & 14 St,0.013121272
12 St & Sinatra Dr N,Greenwich St & Hubert St,0.000397614
12 St & Sinatra Dr N,Greenwich St & W Houston St,0.000397614
12 St & Sinatra Dr N,Grove St PATH,0.001590457
12 St & Sinatra Dr N,Hamilton Park,0.0027833
12 St & Sinatra Dr N,Harborside,0.0055666
12 St & Sinatra Dr N,Heights Elevator,0.001192843
12 St & Sinatra Dr N,Hilltop,0.0055666
12 St & Sinatra Dr N,Hoboken Ave at Monmouth St,0.010735586
12 St & Sinatra Dr N,Hoboken Terminal - Hudson St & Hudson Pl,0.02027833
12 St & Sinatra Dr N,Hoboken Terminal - River St & Hudson Pl,0.067196819
12 St & Sinatra Dr N,Hudson St & 4 St,0.05526839
12 St & Sinatra Dr N,Jersey & 3rd,0.000397614
12 St & Sinatra Dr N,Jersey & 6th St,0.000795229
12 St & Sinatra Dr N,Lafayette Park,0.000397614
12 St & Sinatra Dr N,Leonard Gordon Park,0.000795229
12 St & Sinatra Dr N,Liberty Light Rail,0.000397614
12 St & Sinatra Dr N,Madison St & 1 St,0.014314115
12 St & Sinatra Dr N,Madison St & 10 St,0.013916501
12 St & Sinatra Dr N,Mama Johnson Field - 4 St & Jackson St,0.001988072
12 St & Sinatra Dr N,Manila & 1st,0.001192843
12 St & Sinatra Dr N,Marin Light Rail,0.0027833
12 St & Sinatra Dr N,Marshall St & 2 St,0.003976143
12 St & Sinatra Dr N,Monmouth and 6th,0.000397614
12 St & Sinatra Dr N,Morris Canal,0.001590457
12 St & Sinatra Dr N,Newark Ave,0.001590457
12 St & Sinatra Dr N,Newport PATH,0.007952286
12 St & Sinatra Dr N,Newport Pkwy,0.019483101
12 St & Sinatra Dr N,North Moore St & Greenwich St,0.000795229
12 St & Sinatra Dr N,Oakland Ave,0.000397614
12 St & Sinatra Dr N,Paulus Hook,0.001590457
12 St & Sinatra Dr N,Pershing Field,0.001590457
12 St & Sinatra Dr N,Riverview Park,0.001988072
12 St & Sinatra Dr N,South St & Whitehall St,0.000397614
12 St & Sinatra Dr N,South Waterfront Walkway - Sinatra Dr & 1 St,0.210337972
12 St & Sinatra Dr N,Southwest Park - Jackson St & Observer Hwy,0.007554672
12 St & Sinatra Dr N,Stevens - River Ter & 6 St,0.012326044
12 St & Sinatra Dr N,Van Vorst Park,0.001192843
12 St & Sinatra Dr N,Vesey Pl & River Terrace,0.000397614
12 St & Sinatra Dr N,Warren St,0.007952286
12 St & Sinatra Dr N,Washington St,0.007952286
12 St & Sinatra Dr N,West St & Chambers St,0.000397614
12 St & Sinatra Dr N,Willow Ave & 12 St,0.007157058
14 St Ferry - 14 St & Shipyard Ln,11 St & Washington St,0.025606469
14 St Ferry - 14 St & Shipyard Ln,12 St & Sinatra Dr N,0.044025157
14 St Ferry - 14 St & Shipyard Ln,14 St Ferry - 14 St & Shipyard Ln,0.155884996
14 St Ferry - 14 St & Shipyard Ln,4 St & Grand St,0.014375562
14 St Ferry - 14 St & Shipyard Ln,6 St & Grand St,0.00853549
14 St Ferry - 14 St & Shipyard Ln,7 St & Monroe St,0.009433962
14 St Ferry - 14 St & Shipyard Ln,8 St & Washington St,0.034141959
14 St Ferry - 14 St & Shipyard Ln,9 St HBLR - Jackson St & 8 St,0.017070979
14 St Ferry - 14 St & Shipyard Ln,Adams St & 11 St,0.013477089
14 St Ferry - 14 St & Shipyard Ln,Adams St & 2 St,0.018867925
14 St Ferry - 14 St & Shipyard Ln,Baldwin at Montgomery,0.000898473
14 St Ferry - 14 St & Shipyard Ln,Bergen Ave & Stegman St,0.000449236
14 St Ferry - 14 St & Shipyard Ln,Bloomfield St & 15 St,0.010781671
14 St Ferry - 14 St & Shipyard Ln,Brunswick & 6th,0.000449236
14 St Ferry - 14 St & Shipyard Ln,Brunswick St,0.000449236
14 St Ferry - 14 St & Shipyard Ln,Christ Hospital,0.000898473
14 St Ferry - 14 St & Shipyard Ln,Church Sq Park - 5 St & Park Ave,0.022012579
14 St Ferry - 14 St & Shipyard Ln,City Hall - Washington St & 1 St,0.033692722
14 St Ferry - 14 St & Shipyard Ln,Clinton St & 7 St,0.014824798
14 St Ferry - 14 St & Shipyard Ln,Clinton St & Newark St,0.017969452
14 St Ferry - 14 St & Shipyard Ln,Columbus Dr at Exchange Pl,0.002246181
14 St Ferry - 14 St & Shipyard Ln,Columbus Drive,0.001347709
14 St Ferry - 14 St & Shipyard Ln,Columbus Park - Clinton St & 9 St,0.017070979
14 St Ferry - 14 St & Shipyard Ln,Communipaw & Berry Lane,0.000898473
14 St Ferry - 14 St & Shipyard Ln,Dey St,0.000449236
14 St Ferry - 14 St & Shipyard Ln,E 59 St & Madison Ave,0.000449236
14 St Ferry - 14 St & Shipyard Ln,Essex Light Rail,0.000449236
14 St Ferry - 14 St & Shipyard Ln,Glenwood Ave,0.000449236
14 St Ferry - 14 St & Shipyard Ln,Grand St,0.005840072
14 St Ferry - 14 St & Shipyard Ln,Grand St & 14 St,0.017070979
14 St Ferry - 14 St & Shipyard Ln,Grove St PATH,0.000449236
14 St Ferry - 14 St & Shipyard Ln,Hamilton Park,0.001796945
14 St Ferry - 14 St & Shipyard Ln,Harborside,0.008086253
14 St Ferry - 14 St & Shipyard Ln,Heights Elevator,0.006738544
14 St Ferry - 14 St & Shipyard Ln,Hilltop,0.000449236
14 St Ferry - 14 St & Shipyard Ln,Hoboken Ave at Monmouth St,0.006738544
14 St Ferry - 14 St & Shipyard Ln,Hoboken Terminal - Hudson St & Hudson Pl,0.026504942
14 St Ferry - 14 St & Shipyard Ln,Hoboken Terminal - River St & Hudson Pl,0.058849955
14 St Ferry - 14 St & Shipyard Ln,Hudson St & 4 St,0.058849955
14 St Ferry - 14 St & Shipyard Ln,JC Medical Center,0.000898473
14 St Ferry - 14 St & Shipyard Ln,Jersey & 6th St,0.001347709
14 St Ferry - 14 St & Shipyard Ln,Madison St & 1 St,0.010332435
14 St Ferry - 14 St & Shipyard Ln,Madison St & 10 St,0.019317161
14 St Ferry - 14 St & Shipyard Ln,Mama Johnson Field - 4 St & Jackson St,0.00359389
14 St Ferry - 14 St & Shipyard Ln,Manila & 1st,0.001796945
14 St Ferry - 14 St & Shipyard Ln,Marin Light Rail,0.002695418
14 St Ferry - 14 St & Shipyard Ln,Marshall St & 2 St,0.005840072
14 St Ferry - 14 St & Shipyard Ln,Monmouth and 6th,0.001796945
14 St Ferry - 14 St & Shipyard Ln,Montgomery St,0.000449236
14 St Ferry - 14 St & Shipyard Ln,Morris Canal,0.002246181
14 St Ferry - 14 St & Shipyard Ln,Newark Ave,0.002246181
14 St Ferry - 14 St & Shipyard Ln,Newport PATH,0.006738544
14 St Ferry - 14 St & Shipyard Ln,Newport Pkwy,0.018867925
14 St Ferry - 14 St & Shipyard Ln,North Moore St & Greenwich St,0.000449236
14 St Ferry - 14 St & Shipyard Ln,Oakland Ave,0.000898473
14 St Ferry - 14 St & Shipyard Ln,Paulus Hook,0.00359389
14 St Ferry - 14 St & Shipyard Ln,Pershing Field,0.000898473
14 St Ferry - 14 St & Shipyard Ln,Riverview Park,0.004941599
14 St Ferry - 14 St & Shipyard Ln,South Waterfront Walkway - Sinatra Dr & 1 St,0.194519317
14 St Ferry - 14 St & Shipyard Ln,Southwest Park - Jackson St & Observer Hwy,0.007637017
14 St Ferry - 14 St & Shipyard Ln,Stevens - River Ter & 6 St,0.017969452
14 St Ferry - 14 St & Shipyard Ln,Van Vorst Park,0.000449236
14 St Ferry - 14 St & Shipyard Ln,W Broadway & W Houston St,0.000449236
14 St Ferry - 14 St & Shipyard Ln,Warren St,0.004043127
14 St Ferry - 14 St & Shipyard Ln,Washington St,0.008984726
14 St Ferry - 14 St & Shipyard Ln,Willow Ave & 12 St,0.018418688
4 St & Grand St,11 St & Washington St,0.032370954
4 St & Grand St,12 St & Sinatra Dr N,0.031496063
4 St & Grand St,14 St Ferry - 14 St & Shipyard Ln,0.034120735
4 St & Grand St,4 St & Grand St,0.06824147
4 St & Grand St,5 Corners Library,0.000874891
4 St & Grand St,6 St & Grand St,0.014873141
4 St & Grand St,7 St & Monroe St,0.01312336
4 St & Grand St,8 St & Washington St,0.01399825
4 St & Grand St,9 St HBLR - Jackson St & 8 St,0.01312336
4 St & Grand St,Adams St & 11 St,0.006124234
4 St & Grand St,Adams St & 2 St,0.010498688
4 St & Grand St,Baldwin at Montgomery,0.000874891
4 St & Grand St,Bloomfield St & 15 St,0.01312336
4 St & Grand St,Christ Hospital,0.001749781
4 St & Grand St,Church Sq Park - 5 St & Park Ave,0.020122485
4 St & Grand St,City Hall,0.000874891
4 St & Grand St,City Hall - Washington St & 1 St,0.083114611
4 St & Grand St,Clinton St & 7 St,0.020997375
4 St & Grand St,Clinton St & Newark St,0.028871391
4 St & Grand St,Columbus Dr at Exchange Pl,0.000874891
4 St & Grand St,Columbus Park - Clinton St & 9 St,0.033245844
4 St & Grand St,Dey St,0.000874891
4 St & Grand St,Dixon Mills,0.001749781
4 St & Grand St,Essex Light Rail,0.005249344
4 St & Grand St,Grand St,0.000874891
4 St & Grand St,Grand St & 14 St,0.050743657
4 St & Grand St,Grove St PATH,0.002624672
4 St & Grand St,Hamilton Park,0.004374453
4 St & Grand St,Heights Elevator,0.001749781
4 St & Grand St,Hoboken Ave at Monmouth St,0.01312336
4 St & Grand St,Hoboken Terminal - Hudson St & Hudson Pl,0.102362205
4 St & Grand St,Hoboken Terminal - River St & Hudson Pl,0.087489064
4 St & Grand St,Hudson St & 4 St,0.020122485
4 St & Grand St,JC Medical Center,0.000874891
4 St & Grand St,Jersey & 3rd,0.001749781
4 St & Grand St,Lafayette Park,0.000874891
4 St & Grand St,Leonard Gordon Park,0.001749781
4 St & Grand St,Madison St & 1 St,0.012248469
4 St & Grand St,Madison St & 10 St,0.014873141
4 St & Grand St,Mama Johnson Field - 4 St & Jackson St,0.015748031
4 St & Grand St,Manila & 1st,0.001749781
4 St & Grand St,Marin Light Rail,0.005249344
4 St & Grand St,Marshall St & 2 St,0.020997375
4 St & Grand St,Monmouth and 6th,0.001749781
4 St & Grand St,Montgomery St,0.000874891
4 St & Grand St,Morris Canal,0.004374453
4 St & Grand St,Newport PATH,0.004374453
4 St & Grand St,Newport Pkwy,0.011373578
4 St & Grand St,Oakland Ave,0.001749781
4 St & Grand St,Pershing Field,0.003499563
4 St & Grand St,Riverview Park,0.001749781
4 St & Grand St,South Waterfront Walkway - Sinatra Dr & 1 St,0.086614173
4 St & Grand St,Southwest Park - Jackson St & Observer Hwy,0.020122485
4 St & Grand St,Stevens - River Ter & 6 St,0.012248469
4 St & Grand St,Warren St,0.002624672
4 St & Grand St,Washington St,0.010498688
4 St & Grand St,Willow Ave & 12 St,0.0279965
5 Corners Library,11 St & Washington St,0.002688172
5 Corners Library,12 St & Sinatra Dr N,0.002688172
5 Corners Library,14 St Ferry - 14 St & Shipyard Ln,0.002688172
5 Corners Library,4 St & Grand St,0.010752688
5 Corners Library,5 Corners Library,0.123655914
5 Corners Library,6 St & Grand St,0.008064516
5 Corners Library,8 St & Washington St,0.002688172
5 Corners Library,9 St HBLR - Jackson St & 8 St,0.002688172
5 Corners Library,Astor Place,0.01344086
5 Corners Library,Baldwin at Montgomery,0.021505376
5 Corners Library,Bergen Ave,0.034946237
5 Corners Library,Bergen Ave & Stegman St,0.008064516
5 Corners Library,Bloomfield St & 15 St,0.002688172
5 Corners Library,Brunswick & 6th,0.01344086
5 Corners Library,Brunswick St,0.01344086
5 Corners Library,Christ Hospital,0.061827957
5 Corners Library,City Hall,0.018817204
5 Corners Library,City Hall - Washington St & 1 St,0.005376344
5 Corners Library,Clinton St & Newark St,0.002688172
5 Corners Library,Columbus Dr at Exchange Pl,0.002688172
5 Corners Library,Columbus Drive,0.010752688
5 Corners Library,Communipaw & Berry Lane,0.002688172
5 Corners Library,Dey St,0.005376344
5 Corners Library,Fairmount Ave,0.018817204
5 Corners Library,Grand St,0.002688172
5 Corners Library,Grand St & 14 St,0.002688172
5 Corners Library,Grove St PATH,0.024193548
5 Corners Library,Hamilton Park,0.032258065
5 Corners Library,Heights Elevator,0.008064516
5 Corners Library,Hilltop,0.02688172
5 Corners Library,Hoboken Ave at Monmouth St,0.005376344
5 Corners Library,Hoboken Terminal - Hudson St & Hudson Pl,0.002688172
5 Corners Library,Hoboken Terminal - River St & Hudson Pl,0.005376344
5 Corners Library,JC Medical Center,0.005376344
5 Corners Library,Jackson Square,0.008064516
5 Corners Library,Jersey & 3rd,0.024193548
5 Corners Library,Jersey & 6th St,0.005376344
5 Corners Library,Journal Square,0.029569892
5 Corners Library,Leonard Gordon Park,0.059139785
5 Corners Library,Liberty Light Rail,0.005376344
5 Corners Library,Lincoln Park,0.018817204
5 Corners Library,Madison St & 1 St,0.002688172
5 Corners Library,Madison St & 10 St,0.002688172
5 Corners Library,Mama Johnson Field - 4 St & Jackson St,0.002688172
5 Corners Library,Manila & 1st,0.045698925
5 Corners Library,McGinley Square,0.018817204
5 Corners Library,Monmouth and 6th,0.002688172
5 Corners Library,Montgomery St,0.008064516
5 Corners Library,Newark Ave,0.02688172
5 Corners Library,Newport PATH,0.008064516
5 Corners Library,Newport Pkwy,0.01344086
5 Corners Library,Oakland Ave,0.029569892
5 Corners Library,Paulus Hook,0.002688172
5 Corners Library,Pershing Field,0.099462366
5 Corners Library,Riverview Park,0.008064516
5 Corners Library,Sip Ave,0.024193548
5 Corners Library,South Waterfront Walkway - Sinatra Dr & 1 St,0.002688172
5 Corners Library,Union St,0.002688172
5 Corners Library,Van Vorst Park,0.008064516
5 Corners Library,Warren St,0.01344086
5 Corners Library,Washington St,0.016129032
5 Corners Library,Willow Ave & 12 St,0.002688172
6 St & Grand St,11 St & Washington St,0.028014616
6 St & Grand St,12 St & Sinatra Dr N,0.036540804
6 St & Grand St,14 St Ferry - 14 St & Shipyard Ln,0.018270402
6 St & Grand St,4 St & Grand St,0.02679659
6 St & Grand St,5 Corners Library,0.002436054
6 St & Grand St,6 St & Grand St,0.06455542
6 St & Grand St,7 St & Monroe St,0.017052375
6 St & Grand St,8 St & Washington St,0.013398295
6 St & Grand St,9 St HBLR - Jackson St & 8 St,0.015834348
6 St & Grand St,Adams St & 11 St,0.007308161
6 St & Grand St,Adams St & 2 St,0.015834348
6 St & Grand St,Bloomfield St & 15 St,0.009744214
6 St & Grand St,Brunswick St,0.002436054
6 St & Grand St,Christ Hospital,0.002436054
6 St & Grand St,Church Sq Park - 5 St & Park Ave,0.015834348
6 St & Grand St,City Hall - Washington St & 1 St,0.074299635
6 St & Grand St,Clinton St & 7 St,0.017052375
6 St & Grand St,Clinton St & Newark St,0.023142509
6 St & Grand St,Columbus Dr at Exchange Pl,0.001218027
6 St & Grand St,Columbus Drive,0.002436054
6 St & Grand St,Columbus Park - Clinton St & 9 St,0.028014616
6 St & Grand St,Communipaw & Berry Lane,0.001218027
6 St & Grand St,Dey St,0.002436054
6 St & Grand St,Essex Light Rail,0.001218027
6 St & Grand St,Grand St,0.002436054
6 St & Grand St,Grand St & 14 St,0.047503045
6 St & Grand St,Grove St PATH,0.001218027
6 St & Grand St,Hamilton Park,0.00365408
6 St & Grand St,Harborside,0.002436054
6 St & Grand St,Heights Elevator,0.009744214
6 St & Grand St,Hoboken Ave at Monmouth St,0.029232643
6 St & Grand St,Hoboken Terminal - Hudson St & Hudson Pl,0.108404385
6 St & Grand St,Hoboken Terminal - River St & Hudson Pl,0.09135201
6 St & Grand St,Hudson St & 4 St,0.029232643
6 St & Grand St,JC Medical Center,0.001218027
6 St & Grand St,Jersey & 3rd,0.001218027
6 St & Grand St,Journal Square,0.001218027
6 St & Grand St,Leonard Gordon Park,0.012180268
6 St & Grand St,Liberty Light Rail,0.002436054
6 St & Grand St,Madison St & 1 St,0.019488429
6 St & Grand St,Madison St & 10 St,0.017052375
6 St & Grand St,Mama Johnson Field - 4 St & Jackson St,0.009744214
6 St & Grand St,Manila & 1st,0.002436054
6 St & Grand St,Marin Light Rail,0.004872107
6 St & Grand St,Marshall St & 2 St,0.013398295
6 St & Grand St,Newark Ave,0.001218027
6 St & Grand St,Newport PATH,0.017052375
6 St & Grand St,Newport Pkwy,0.004872107
6 St & Grand St,Oakland Ave,0.00365408
6 St & Grand St,Pershing Field,0.002436054
6 St & Grand St,Riverview Park,0.006090134
6 St & Grand St,Sip Ave,0.001218027
6 St & Grand St,South Waterfront Walkway - Sinatra Dr & 1 St,0.077953715
6 St & Grand St,Southwest Park - Jackson St & Observer Hwy,0.014616322
6 St & Grand St,Stevens - River Ter & 6 St,0.012180268
6 St & Grand St,Warren St,0.002436054
6 St & Grand St,Washington St,0.00365408
6 St & Grand St,Willow Ave & 12 St,0.014616322
7 St & Monroe St,11 St & Washington St,0.019281332
7 St & Monroe St,12 St & Sinatra Dr N,0.025416301
7 St & Monroe St,14 St Ferry - 14 St & Shipyard Ln,0.021910605
7 St & Monroe St,4 St & Grand St,0.022787029
7 St & Monroe St,5 Corners Library,0.000876424
7 St & Monroe St,6 St & Grand St,0.011393514
7 St & Monroe St,7 St & Monroe St,0.082383874
7 St & Monroe St,8 St & Washington St,0.020157756
7 St & Monroe St,9 St HBLR - Jackson St & 8 St,0.020157756
7 St & Monroe St,Adams St & 11 St,0.005258545
7 St & Monroe St,Adams St & 2 St,0.021910605
7 St & Monroe St,Astor Place,0.002629273
7 St & Monroe St,Baldwin at Montgomery,0.007887818
7 St & Monroe St,Bloomfield St & 15 St,0.021910605
7 St & Monroe St,Brunswick & 6th,0.003505697
7 St & Monroe St,Brunswick St,0.003505697
7 St & Monroe St,Church Sq Park - 5 St & Park Ave,0.036809816
7 St & Monroe St,City Hall,0.000876424
7 St & Monroe St,City Hall - Washington St & 1 St,0.067484663
7 St & Monroe St,Clinton St & 7 St,0.021910605
7 St & Monroe St,Clinton St & Newark St,0.022787029
7 St & Monroe St,Columbus Dr at Exchange Pl,0.007011394
7 St & Monroe St,Columbus Park - Clinton St & 9 St,0.021910605
7 St & Monroe St,Grand St,0.002629273
7 St & Monroe St,Grand St & 14 St,0.035933392
7 St & Monroe St,Grove St PATH,0.005258545
7 St & Monroe St,Hamilton Park,0.014022787
7 St & Monroe St,Harborside,0.004382121
7 St & Monroe St,Heights Elevator,0.007011394
7 St & Monroe St,Hilltop,0.000876424
7 St & Monroe St,Hoboken Ave at Monmouth St,0.014899211
7 St & Monroe St,Hoboken Terminal - Hudson St & Hudson Pl,0.095530237
7 St & Monroe St,Hoboken Terminal - River St & Hudson Pl,0.073619632
7 St & Monroe St,Hudson St & 4 St,0.050832603
7 St & Monroe St,JC Medical Center,0.001752848
7 St & Monroe St,Jersey & 6th St,0.003505697
7 St & Monroe St,Liberty Light Rail,0.000876424
7 St & Monroe St,Madison St & 1 St,0.025416301
7 St & Monroe St,Madison St & 10 St,0.01051709
7 St & Monroe St,Mama Johnson Field - 4 St & Jackson St,0.008764242
7 St & Monroe St,Manila & 1st,0.004382121
7 St & Monroe St,Marin Light Rail,0.001752848
7 St & Monroe St,Marshall St & 2 St,0.008764242
7 St & Monroe St,Newark Ave,0.001752848
7 St & Monroe St,Newport PATH,0.002629273
7 St & Monroe St,Newport Pkwy,0.003505697
7 St & Monroe St,Oakland Ave,0.001752848
7 St & Monroe St,Pershing Field,0.004382121
7 St & Monroe St,Sip Ave,0.000876424
7 St & Monroe St,South Waterfront Walkway - Sinatra Dr & 1 St,0.073619632
7 St & Monroe St,Southwest Park - Jackson St & Observer Hwy,0.01665206
7 St & Monroe St,Stevens - River Ter & 6 St,0.025416301
7 St & Monroe St,Warren St,0.007011394
7 St & Monroe St,Washington St,0.002629273
7 St & Monroe St,Willow Ave & 12 St,0.019281332
8 St & Washington St,11 St & Washington St,0.02404439
8 St & Washington St,12 St & Sinatra Dr N,0.032059186
8 St & Washington St,14 St Ferry - 14 St & Shipyard Ln,0.04377312
8 St & Washington St,4 St & Grand St,0.008014797
8 St & Washington St,5 Corners Library,0.001233046
8 St & Washington St,6 St & Grand St,0.008631319
8 St & Washington St,7 St & Monroe St,0.014796547
8 St & Washington St,8 St & Washington St,0.067200986
8 St & Washington St,9 St HBLR - Jackson St & 8 St,0.034525277
8 St & Washington St,Adams St & 11 St,0.010480888
8 St & Washington St,Adams St & 2 St,0.011713933
8 St & Washington St,Astor Place,0.000616523
8 St & Washington St,Bloomfield St & 15 St,0.029593095
8 St & Washington St,Brunswick & 6th,0.001849568
8 St & Washington St,Brunswick St,0.001849568
8 St & Washington St,Church Sq Park - 5 St & Park Ave,0.007398274
8 St & Washington St,City Hall,0.003082614
8 St & Washington St,City Hall - Washington St & 1 St,0.091861899
8 St & Washington St,Clinton St & 7 St,0.018495684
8 St & Washington St,Clinton St & Newark St,0.030826141
8 St & Washington St,Columbus Dr at Exchange Pl,0.003699137
8 St & Washington St,Columbus Park - Clinton St & 9 St,0.019112207
8 St & Washington St,Dixon Mills,0.003699137
8 St & Washington St,Essex Light Rail,0.001233046
8 St & Washington St,Grand St,0.001849568
8 St & Washington St,Grand St & 14 St,0.025277435
8 St & Washington St,Grove St PATH,0.003082614
8 St & Washington St,Hamilton Park,0.010480888
8 St & Washington St,Harborside,0.006165228
8 St & Washington St,Heights Elevator,0.01541307
8 St & Washington St,Hoboken Ave at Monmouth St,0.012946979
8 St & Washington St,Hoboken Terminal - Hudson St & Hudson Pl,0.088779285
8 St & Washington St,Hoboken Terminal - River St & Hudson Pl,0.082614057
8 St & Washington St,Hudson St & 4 St,0.024660912
8 St & Washington St,Jersey & 3rd,0.001849568
8 St & Washington St,Jersey & 6th St,0.001233046
8 St & Washington St,Journal Square,0.000616523
8 St & Washington St,Leonard Gordon Park,0.001233046
8 St & Washington St,Liberty Light Rail,0.001233046
8 St & Washington St,Lincoln Park,0.000616523
8 St & Washington St,Madison St & 1 St,0.017262639
8 St & Washington St,Madison St & 10 St,0.022194821
8 St & Washington St,Mama Johnson Field - 4 St & Jackson St,0.004932182
8 St & Washington St,Manila & 1st,0.00431566
8 St & Washington St,Marin Light Rail,0.002466091
8 St & Washington St,Marshall St & 2 St,0.008014797
8 St & Washington St,Monmouth and 6th,0.000616523
8 St & Washington St,Montgomery St,0.000616523
8 St & Washington St,Morris Canal,0.001233046
8 St & Washington St,Mott St & Prince St,0.000616523
8 St & Washington St,Newark Ave,0.002466091
8 St & Washington St,Newport PATH,0.004932182
8 St & Washington St,Newport Pkwy,0.008631319
8 St & Washington St,Oakland Ave,0.00431566
8 St & Washington St,Park Pl & Church St,0.000616523
8 St & Washington St,Paulus Hook,0.000616523
8 St & Washington St,Pershing Field,0.005548705
8 St & Washington St,Riverview Park,0.003699137
8 St & Washington St,Sip Ave,0.001233046
8 St & Washington St,South Waterfront Walkway - Sinatra Dr & 1 St,0.105425401
8 St & Washington St,Southwest Park - Jackson St & Observer Hwy,0.011097411
